dataset,method,iter,split,accuracy,f1_score
colic,gemma3:27b,1,33/67,0.5684495274619915,0.4519230769230769
colic,gemma3:27b,2,33/67,0.5,0.26047904191616766
colic,gemma3:27b,3,33/67,0.5,0.2537764350453172
colic,gemma3:27b,4,33/67,0.5791614518147684,0.5793550513651596
colic,gemma3:27b,0,50/50,0.5865636295650006,0.5864621893178212
colic,gemma3:27b,1,50/50,0.5706388206388207,0.45250359942409213
colic,gemma3:27b,2,50/50,0.5,0.2784313725490196
colic,gemma3:27b,3,50/50,0.5,0.26693227091633465
colic,gemma3:27b,4,50/50,0.601690731827718,0.5998260113092648
colic,gemma3:27b,0,67/33,0.6442553191489362,0.6064516129032258
colic,gemma3:27b,1,67/33,0.5802469135802469,0.4116312056737589
colic,gemma3:27b,2,67/33,0.5,0.2781065088757396
colic,gemma3:27b,3,67/33,0.5,0.2781065088757396
colic,gemma3:27b,4,67/33,0.600248550124275,0.5980672084339995
colic,gpt-oss:120b,0,33/67,0.7151315789473685,0.7219680464778504
colic,gpt-oss:120b,1,33/67,0.5153061224489796,0.4088378303479203
colic,gpt-oss:120b,2,33/67,0.5803879310344828,0.5807814531272569
colic,gpt-oss:120b,3,33/67,0.6156879929886064,0.5375443437130469
colic,gpt-oss:120b,4,33/67,0.6435822555972743,0.6183760683760684
colic,gpt-oss:120b,0,50/50,0.7153184594291413,0.7224189951462678
colic,gpt-oss:120b,1,50/50,0.5135135135135135,0.40302811824080753
colic,gpt-oss:120b,2,50/50,0.5537828742365698,0.5540247480545988
colic,gpt-oss:120b,3,50/50,0.5931241229748692,0.5240105854717374
colic,gpt-oss:120b,4,50/50,0.6266197704553869,0.603155375661063
colic,gpt-oss:120b,0,67/33,0.7512056737588653,0.7612165010538994
colic,gpt-oss:120b,1,67/33,0.524390243902439,0.44949670253384244
colic,gpt-oss:120b,2,67/33,0.6140425531914894,0.6159308880591552
colic,gpt-oss:120b,3,67/33,0.5642553191489361,0.5016339869281046
colic,gpt-oss:120b,4,67/33,0.659762496547915,0.6392473118279569
heart_h,claude,0,33/67,0.2029607380390474,0.20172925538779196
heart_h,claude,1,33/67,0.3613095238095238,0.22611651296910262
heart_h,claude,2,33/67,0.27515090543259557,0.205478734548502
heart_h,claude,3,33/67,0.3730498791474401,0.25736989124833887
heart_h,claude,4,33/67,0.34611135660627484,0.2359405300581771
heart_h,claude,0,50/50,0.2062289562289562,0.20408163265306123
heart_h,claude,1,50/50,0.3700885978428351,0.23703703703703702
heart_h,claude,2,50/50,0.287753036437247,0.22207652320517024
heart_h,claude,3,50/50,0.3657731958762887,0.23555469953775038
heart_h,claude,4,50/50,0.34362348178137647,0.23058823529411765
heart_h,claude,0,67/33,0.2060909470171047,0.2027534418022528
heart_h,claude,1,67/33,0.38118393234672304,0.2629873886382043
heart_h,claude,2,67/33,0.28449820788530467,0.2249288199936729
heart_h,claude,3,67/33,0.3794802867383512,0.2620320855614973
heart_h,claude,4,67/33,0.3400735294117647,0.23199141170155663
heart_h,gemini,0,33/67,0.3545376528641922,0.25372686888507345
heart_h,gemini,1,33/67,0.3483225108225108,0.2197479573466279
heart_h,gemini,2,33/67,0.49474625530963556,0.29061158643735774
heart_h,gemini,3,33/67,0.3743682707097341,0.24247418149857175
heart_h,gemini,4,33/67,0.38477684489615555,0.2338888888888889
heart_h,gemini,0,50/50,0.3504489337822671,0.2682198327359617
heart_h,gemini,1,50/50,0.35313944530046226,0.22859713129091908
heart_h,gemini,2,50/50,0.5018218623481782,0.29867131790899293
heart_h,gemini,3,50/50,0.3754639175257732,0.22631578947368422
heart_h,gemini,4,50/50,0.38552631578947366,0.23013833992094862
heart_h,gemini,0,67/33,0.32895285773884025,0.25071322606413327
heart_h,gemini,1,67/33,0.3488372093023256,0.234375
heart_h,gemini,2,67/33,0.5044802867383512,0.3244485294117647
heart_h,gemini,3,67/33,0.38530465949820786,0.2548760330578512
heart_h,gemini,4,67/33,0.41268382352941174,0.24690945539592382
heart_h,gpt-4o,0,33/67,0.4853572194807981,0.32783946333564656
heart_h,gpt-4o,1,33/67,0.49864718614718617,0.40746240243670284
heart_h,gpt-4o,2,33/67,0.1907556449809971,0.18988749515065306
heart_h,gpt-4o,3,33/67,0.263843111404087,0.25733319562073953
heart_h,gpt-4o,4,33/67,0.21724480777728677,0.21189830945928506
heart_h,gpt-4o,0,50/50,0.49017957351290686,0.3701666225866173
heart_h,gpt-4o,1,50/50,0.4914291217257319,0.3838383838383838
heart_h,gpt-4o,2,50/50,0.22155870445344128,0.2201228592702904
heart_h,gpt-4o,3,50/50,0.2788659793814433,0.2687247198846994
heart_h,gpt-4o,4,50/50,0.2048582995951417,0.19634914751667903
heart_h,gpt-4o,0,67/33,0.4655819774718398,0.3514705882352941
heart_h,gpt-4o,1,67/33,0.5025369978858351,0.3798381162619573
heart_h,gpt-4o,2,67/33,0.21594982078853048,0.2122350976093538
heart_h,gpt-4o,3,67/33,0.27374551971326166,0.2640801001251565
heart_h,gpt-4o,4,67/33,0.2339154411764706,0.22319566124322068
heart_h,gpt-o1,0,33/67,0.7845955803475649,0.7920555555555555
heart_h,gpt-o1,1,33/67,0.5029220779220779,0.4675502295743919
heart_h,gpt-o1,2,33/67,0.8092443550190029,0.79745670995671
heart_h,gpt-o1,3,33/67,0.5,0.384375
heart_h,gpt-o1,4,33/67,0.5,0.3862928348909657
heart_h,gpt-o1,0,50/50,0.7716049382716049,0.7747126436781608
heart_h,gpt-o1,1,50/50,0.49662942989214176,0.46943195069132104
heart_h,gpt-o1,2,50/50,0.7784412955465587,0.7643429681807141
heart_h,gpt-o1,3,50/50,0.5,0.3975409836065574
heart_h,gpt-o1,4,50/50,0.5,0.3925619834710744
heart_h,gpt-o1,0,67/33,0.7701293283270756,0.76936243046641
heart_h,gpt-o1,1,67/33,0.5112050739957716,0.4715686274509804
heart_h,gpt-o1,2,67/33,0.7840501792114696,0.7754010695187166
heart_h,gpt-o1,3,67/33,0.5,0.3875
heart_h,gpt-o1,4,67/33,0.5,0.3950617283950617
heart_h,llama3.1:70b,0,33/67,0.5042909246942716,0.3174432497013142
heart_h,llama3.1:70b,1,33/67,0.34269480519480516,0.25660377358490566
heart_h,llama3.1:70b,2,33/67,0.5,0.26492537313432835
heart_h,llama3.1:70b,3,33/67,0.5,0.2730627306273063
heart_h,llama3.1:70b,4,33/67,0.3722934158197083,0.23909053554307627
heart_h,llama3.1:70b,0,50/50,0.5171156004489338,0.3590116279069767
heart_h,llama3.1:70b,1,50/50,0.3419684129429892,0.2501821714840904
heart_h,llama3.1:70b,2,50/50,0.5,0.2613065326633166
heart_h,llama3.1:70b,3,50/50,0.5,0.25380710659898476
heart_h,llama3.1:70b,4,50/50,0.38643724696356274,0.24534298146971104
heart_h,llama3.1:70b,0,67/33,0.49916562369628703,0.34054624620662355
heart_h,llama3.1:70b,1,67/33,0.3321353065539112,0.24690945539592382
heart_h,llama3.1:70b,2,67/33,0.5,0.26865671641791045
heart_h,llama3.1:70b,3,67/33,0.5,0.26865671641791045
heart_h,llama3.1:70b,4,67/33,0.40579044117647056,0.2548760330578512
heart_h,llama3.3:70b,0,33/67,0.36092040334692127,0.2714536374679444
heart_h,llama3.3:70b,1,33/67,0.6886363636363637,0.6761643835616438
heart_h,llama3.3:70b,2,33/67,0.18103062821372679,0.17224757043796562
heart_h,llama3.3:70b,3,33/67,0.48110305427378597,0.27965481936521863
heart_h,llama3.3:70b,4,33/67,0.5,0.27037037037037037
heart_h,llama3.3:70b,0,50/50,0.36896745230078565,0.2980357406586915
heart_h,llama3.3:70b,1,50/50,0.6882704160246533,0.6773455377574371
heart_h,llama3.3:70b,2,50/50,0.18997975708502024,0.1827279466271312
heart_h,llama3.3:70b,3,50/50,0.48030927835051546,0.2643995098039216
heart_h,llama3.3:70b,4,50/50,0.5,0.2613065326633166
heart_h,llama3.3:70b,0,67/33,0.33875677930746767,0.26666666666666666
heart_h,llama3.3:70b,1,67/33,0.694291754756871,0.6918238993710691
heart_h,llama3.3:70b,2,67/33,0.2078853046594982,0.2027534418022528
heart_h,llama3.3:70b,3,67/33,0.4883512544802867,0.2918414918414919
heart_h,llama3.3:70b,4,67/33,0.5,0.25757575757575757
heart_h,deepseek-r1:70b,0,33/67,0.5224200815275692,0.5224628312863607
heart_h,deepseek-r1:70b,1,33/67,0.6437770562770563,0.6142032570603999
heart_h,deepseek-r1:70b,2,33/67,0.28437290409121396,0.198425280067639
heart_h,deepseek-r1:70b,3,33/67,0.6525488903537684,0.6568678380443087
heart_h,deepseek-r1:70b,4,33/67,0.4863013698630137,0.26492537313432835
heart_h,deepseek-r1:70b,0,50/50,0.5022446689113356,0.5018825301204819
heart_h,deepseek-r1:70b,1,50/50,0.637037750385208,0.6122448979591837
heart_h,deepseek-r1:70b,2,50/50,0.280668016194332,0.19108159392789373
heart_h,deepseek-r1:70b,3,50/50,0.6681443298969072,0.677286799887419
heart_h,deepseek-r1:70b,4,50/50,0.49038461538461536,0.25757575757575757
heart_h,deepseek-r1:70b,0,67/33,0.4889445139758031,0.4889445139758031
heart_h,deepseek-r1:70b,1,67/33,0.6524312896405919,0.630188679245283
heart_h,deepseek-r1:70b,2,67/33,0.28808243727598565,0.2032520325203252
heart_h,deepseek-r1:70b,3,67/33,0.6796594982078853,0.6877450980392157
heart_h,deepseek-r1:70b,4,67/33,0.4852941176470588,0.25190839694656486
heart_h,gemma3:27b,0,33/67,0.25150182364299506,0.24357685865223552
heart_h,gemma3:27b,1,33/67,0.5,0.28102189781021897
heart_h,gemma3:27b,2,33/67,0.45467247932036664,0.25361653272101037
heart_h,gemma3:27b,3,33/67,0.5,0.2730627306273063
heart_h,gemma3:27b,4,33/67,0.4802806009721608,0.3085371376811594
heart_h,gemma3:27b,0,50/50,0.26262626262626265,0.25836611895394584
heart_h,gemma3:27b,1,50/50,0.5,0.28640776699029125
heart_h,gemma3:27b,2,50/50,0.4571862348178138,0.25342430616118605
heart_h,gemma3:27b,3,50/50,0.5,0.25380710659898476
heart_h,gemma3:27b,4,50/50,0.4537449392712551,0.2770975511842634
heart_h,gemma3:27b,0,67/33,0.26741760534000836,0.2640801001251565
heart_h,gemma3:27b,1,67/33,0.5,0.3049645390070922
heart_h,gemma3:27b,2,67/33,0.49417562724014336,0.28077651515151514
heart_h,gemma3:27b,3,67/33,0.5,0.26865671641791045
heart_h,gemma3:27b,4,67/33,0.4352022058823529,0.2687381668337231
heart_h,gpt-oss:120b,0,33/67,0.4914717871701352,0.3901389308366052
heart_h,gpt-oss:120b,1,33/67,0.4968073593073593,0.4147355912061795
heart_h,gpt-oss:120b,2,33/67,0.48412698412698413,0.3824451410658307
heart_h,gpt-oss:120b,3,33/67,0.4932981762250055,0.30505436039787187
heart_h,gpt-oss:120b,4,33/67,0.5,0.3862928348909657
heart_h,gpt-oss:120b,0,50/50,0.19921436588103253,0.20038123576177413
heart_h,gpt-oss:120b,1,50/50,0.488540061633282,0.39433811802232854
heart_h,gpt-oss:120b,2,50/50,0.4789473684210526,0.38235294117647056
heart_h,gpt-oss:120b,3,50/50,0.4906185567010309,0.28582995951417
heart_h,gpt-oss:120b,4,50/50,0.5,0.3925619834710744
heart_h,gpt-oss:120b,0,67/33,0.4812265331664581,0.3506423258958756
heart_h,gpt-oss:120b,1,67/33,0.4959830866807611,0.39301801801801806
heart_h,gpt-oss:120b,2,67/33,0.47580645161290325,0.37579617834394907
heart_h,gpt-oss:120b,3,67/33,0.5022401433691757,0.29794480328831474
heart_h,gpt-oss:120b,4,67/33,0.5,0.3950617283950617
hepatitis,claude,0,33/67,0.5421286031042128,0.5429344151453684
hepatitis,claude,1,33/67,0.5011904761904762,0.47715846994535516
hepatitis,claude,2,33/67,0.5593129361245304,0.5633074935400517
hepatitis,claude,3,33/67,0.5845165652467884,0.5739644970414202
hepatitis,claude,4,33/67,0.6655192197360873,0.6479166666666667
hepatitis,claude,0,50/50,0.592741935483871,0.6060606060606061
hepatitis,claude,1,50/50,0.5122767857142857,0.4975845410628019
hepatitis,claude,2,50/50,0.5031746031746032,0.4998473282442748
hepatitis,claude,3,50/50,0.6098484848484849,0.5873015873015873
hepatitis,claude,4,50/50,0.620540019286403,0.6068376068376069
hepatitis,claude,0,67/33,0.6166666666666667,0.6285714285714286
hepatitis,claude,1,67/33,0.5492063492063493,0.5574468085106383
hepatitis,claude,2,67/33,0.49047619047619045,0.48295454545454547
hepatitis,claude,3,67/33,0.562015503875969,0.5524956970740103
hepatitis,claude,4,67/33,0.5641025641025641,0.5601503759398496
hepatitis,gemini,0,33/67,0.5421286031042128,0.5429344151453684
hepatitis,gemini,1,33/67,0.44880952380952377,0.34554334554334554
hepatitis,gemini,2,33/67,0.5593129361245304,0.5633074935400517
hepatitis,gemini,3,33/67,0.6068289384719405,0.6193411674051242
hepatitis,gemini,4,33/67,0.5705679862306368,0.5739644970414202
hepatitis,gemini,0,50/50,0.592741935483871,0.6060606060606061
hepatitis,gemini,1,50/50,0.46205357142857145,0.3373313343328336
hepatitis,gemini,2,50/50,0.5031746031746032,0.4998473282442748
hepatitis,gemini,3,50/50,0.6287878787878788,0.6423280423280423
hepatitis,gemini,4,50/50,0.5814850530376084,0.5873015873015873
hepatitis,gemini,0,67/33,0.6166666666666667,0.6285714285714286
hepatitis,gemini,1,67/33,0.43015873015873013,0.3061380099123141
hepatitis,gemini,2,67/33,0.49047619047619045,0.48295454545454547
hepatitis,gemini,3,67/33,0.6201550387596899,0.6306818181818181
hepatitis,gemini,4,67/33,0.5769230769230769,0.5813204508856682
hepatitis,gpt-4o,0,33/67,0.5421286031042128,0.5429344151453684
hepatitis,gpt-4o,1,33/67,0.3392857142857143,0.23862477990918357
hepatitis,gpt-4o,2,33/67,0.5593129361245304,0.5633074935400517
hepatitis,gpt-4o,3,33/67,0.36240703177822853,0.24553571428571427
hepatitis,gpt-4o,4,33/67,0.5177854274239816,0.48672150411280846
hepatitis,gpt-4o,0,50/50,0.592741935483871,0.6060606060606061
hepatitis,gpt-4o,1,50/50,0.3080357142857143,0.22619047619047616
hepatitis,gpt-4o,2,50/50,0.5031746031746032,0.4998473282442748
hepatitis,gpt-4o,3,50/50,0.3333333333333333,0.21472190130384552
hepatitis,gpt-4o,4,50/50,0.5212150433944069,0.4905877833269305
hepatitis,gpt-4o,0,67/33,0.6166666666666667,0.6285714285714286
hepatitis,gpt-4o,1,67/33,0.2650793650793651,0.22683949675943577
hepatitis,gpt-4o,2,67/33,0.49047619047619045,0.48295454545454547
hepatitis,gpt-4o,3,67/33,0.3824289405684755,0.2648809523809524
hepatitis,gpt-4o,4,67/33,0.5256410256410257,0.4936329588014981
hepatitis,gpt-o1,0,33/67,0.5421286031042128,0.5429344151453684
hepatitis,gpt-o1,1,33/67,0.35833333333333334,0.23975201258443601
hepatitis,gpt-o1,2,33/67,0.5652173913043478,0.5604395604395604
hepatitis,gpt-o1,3,33/67,0.5216362407031778,0.2787794729542302
hepatitis,gpt-o1,4,33/67,0.5590935169248422,0.5640605066520867
hepatitis,gpt-o1,0,50/50,0.592741935483871,0.6060606060606061
hepatitis,gpt-o1,1,50/50,0.3359375,0.22874093605800924
hepatitis,gpt-o1,2,50/50,0.5666666666666667,0.5708844688954718
hepatitis,gpt-o1,3,50/50,0.5492424242424242,0.294755877034358
hepatitis,gpt-o1,4,50/50,0.5178399228543876,0.5075757575757576
hepatitis,gpt-o1,0,67/33,0.6166666666666667,0.6285714285714286
hepatitis,gpt-o1,1,67/33,0.25396825396825395,0.2121212121212121
hepatitis,gpt-o1,2,67/33,0.6,0.6231884057971014
hepatitis,gpt-o1,3,67/33,0.5607235142118863,0.34518518518518515
hepatitis,gpt-o1,4,67/33,0.5256410256410257,0.5170278637770898
hepatitis,llama3.1:70b,0,33/67,0.5227272727272727,0.48672150411280846
hepatitis,llama3.1:70b,1,33/67,0.4285714285714286,0.3609831029185868
hepatitis,llama3.1:70b,2,33/67,0.3628556092324208,0.25
hepatitis,llama3.1:70b,3,33/67,0.24611223799864773,0.1346153846153846
hepatitis,llama3.1:70b,4,33/67,0.48221457257601835,0.17436633189861311
hepatitis,llama3.1:70b,0,50/50,0.53125,0.5048666948793906
hepatitis,llama3.1:70b,1,50/50,0.4732142857142857,0.3843514070006863
hepatitis,llama3.1:70b,2,50/50,0.3206349206349206,0.22874093605800924
hepatitis,llama3.1:70b,3,50/50,0.19696969696969696,0.10256410256410256
hepatitis,llama3.1:70b,4,50/50,0.47878495660559306,0.18791602662570406
hepatitis,llama3.1:70b,0,67/33,0.5416666666666666,0.5164835164835164
hepatitis,llama3.1:70b,1,67/33,0.38095238095238093,0.309375
hepatitis,llama3.1:70b,2,67/33,0.37142857142857144,0.23076923076923078
hepatitis,llama3.1:70b,3,67/33,0.18992248062015504,0.09581945985941547
hepatitis,llama3.1:70b,4,67/33,0.4743589743589744,0.21486643437862948
hepatitis,llama3.3:70b,0,33/67,0.5909090909090909,0.6043956043956045
hepatitis,llama3.3:70b,1,33/67,0.41785714285714287,0.16971916971916973
hepatitis,llama3.3:70b,2,33/67,0.3778851315083199,0.3303030303030303
hepatitis,llama3.3:70b,3,33/67,0.4628127112914131,0.25954692556634307
hepatitis,llama3.3:70b,4,33/67,0.5714285714285714,0.5760869565217391
hepatitis,llama3.3:70b,0,50/50,0.59375,0.6104494813676526
hepatitis,llama3.3:70b,1,50/50,0.45200892857142855,0.18140929535232383
hepatitis,llama3.3:70b,2,50/50,0.3142857142857143,0.3202614379084967
hepatitis,llama3.3:70b,3,50/50,0.45075757575757575,0.24346539536412953
hepatitis,llama3.3:70b,4,50/50,0.5882352941176471,0.5985294117647059
hepatitis,llama3.3:70b,0,67/33,0.5833333333333334,0.5873015873015872
hepatitis,llama3.3:70b,1,67/33,0.37936507936507935,0.13172541743970315
hepatitis,llama3.3:70b,2,67/33,0.24047619047619045,0.2658329971762807
hepatitis,llama3.3:70b,3,67/33,0.4263565891472868,0.26814814814814814
hepatitis,llama3.3:70b,4,67/33,0.5769230769230769,0.5715355805243446
hepatitis,deepseek-r1:70b,0,33/67,0.48891352549889133,0.4848297213622291
hepatitis,deepseek-r1:70b,1,33/67,0.3773809523809524,0.24031437817845586
hepatitis,deepseek-r1:70b,2,33/67,0.5499194847020934,0.5497835497835497
hepatitis,deepseek-r1:70b,3,33/67,0.24611223799864773,0.1346153846153846
hepatitis,deepseek-r1:70b,4,33/67,0.45266781411359724,0.1969868173258004
hepatitis,deepseek-r1:70b,0,50/50,0.4425403225806452,0.4341517857142857
hepatitis,deepseek-r1:70b,1,50/50,0.328125,0.2167901234567901
hepatitis,deepseek-r1:70b,2,50/50,0.5682539682539682,0.5766621438263229
hepatitis,deepseek-r1:70b,3,50/50,0.19696969696969696,0.10256410256410256
hepatitis,deepseek-r1:70b,4,50/50,0.4363548698167792,0.20207949018950191
hepatitis,deepseek-r1:70b,0,67/33,0.4416666666666667,0.43316121629374643
hepatitis,deepseek-r1:70b,1,67/33,0.3142857142857143,0.22038980509745126
hepatitis,deepseek-r1:70b,2,67/33,0.5761904761904761,0.5873015873015872
hepatitis,deepseek-r1:70b,3,67/33,0.18992248062015504,0.09581945985941547
hepatitis,deepseek-r1:70b,4,67/33,0.39743589743589747,0.18719024018299657
hepatitis,gemma3:27b,0,33/67,0.42017738359201773,0.268960414354421
hepatitis,gemma3:27b,1,33/67,0.4297619047619048,0.3420829005759607
hepatitis,gemma3:27b,2,33/67,0.41599570585077833,0.1969868173258004
hepatitis,gemma3:27b,3,33/67,0.5412440838404328,0.4547136835612213
hepatitis,gemma3:27b,4,33/67,0.3158347676419965,0.15965449986068542
hepatitis,gemma3:27b,0,50/50,0.4092741935483871,0.28157894736842104
hepatitis,gemma3:27b,1,50/50,0.47767857142857145,0.3590474593325507
hepatitis,gemma3:27b,2,50/50,0.3825396825396825,0.15542228885557222
hepatitis,gemma3:27b,3,50/50,0.48484848484848486,0.41417842095621904
hepatitis,gemma3:27b,4,50/50,0.31870781099324974,0.15990057995028997
hepatitis,gemma3:27b,0,67/33,0.4458333333333333,0.32667406585275616
hepatitis,gemma3:27b,1,67/33,0.4793650793650794,0.2983508245877061
hepatitis,gemma3:27b,2,67/33,0.3119047619047619,0.1265397536394177
hepatitis,gemma3:27b,3,67/33,0.375968992248062,0.34973779749899153
hepatitis,gemma3:27b,4,67/33,0.32051282051282054,0.15781544256120528
hepatitis,gpt-oss:120b,0,33/67,0.33647450110864746,0.15399719495091163
hepatitis,gpt-oss:120b,1,33/67,0.44880952380952377,0.18925518925518928
hepatitis,gpt-oss:120b,2,33/67,0.6129898013955986,0.5630252100840336
hepatitis,gpt-oss:120b,3,33/67,0.4442190669371197,0.3012318029115342
hepatitis,gpt-oss:120b,4,33/67,0.44061962134251287,0.17272727272727273
hepatitis,gpt-oss:120b,0,50/50,0.2973790322580645,0.13405136702568352
hepatitis,gpt-oss:120b,1,50/50,0.41629464285714285,0.17076411960132892
hepatitis,gpt-oss:120b,2,50/50,0.6174603174603175,0.5584618387663478
hepatitis,gpt-oss:120b,3,50/50,0.3712121212121212,0.2700534759358289
hepatitis,gpt-oss:120b,4,50/50,0.4869816779170685,0.20516304347826086
hepatitis,gpt-oss:120b,0,67/33,0.275,0.1488095238095238
hepatitis,gpt-oss:120b,1,67/33,0.5111111111111111,0.1424287856071964
hepatitis,gpt-oss:120b,2,67/33,0.6095238095238096,0.5486111111111112
hepatitis,gpt-oss:120b,3,67/33,0.3733850129198966,0.3061380099123141
hepatitis,gpt-oss:120b,4,67/33,0.4230769230769231,0.1746031746031746
house_votes_84,claude,0,33/67,0.1442414576385868,0.13233031488202202
house_votes_84,claude,1,33/67,0.5022977022977023,0.3728271728271728
house_votes_84,claude,2,33/67,0.14880485893416928,0.14032021582311888
house_votes_84,claude,3,33/67,0.45108023928412516,0.3055441898527005
house_votes_84,claude,4,33/67,0.5586438005125172,0.4123839009287925
house_votes_84,claude,0,50/50,0.14176706827309238,0.12235735514195983
house_votes_84,claude,1,50/50,0.5166133617626155,0.4031119916301227
house_votes_84,claude,2,50/50,0.16070018425901553,0.1512154056613701
house_votes_84,claude,3,50/50,0.43216783216783217,0.2929948109710897
house_votes_84,claude,4,50/50,0.5495744494165131,0.4035497977223301
house_votes_84,claude,0,67/33,0.16138732959101845,0.14381012229902837
house_votes_84,claude,1,67/33,0.5170454545454546,0.4021833837322536
house_votes_84,claude,2,67/33,0.1304167530582625,0.1248311788539456
house_votes_84,claude,3,67/33,0.4148148148148148,0.2625418060200669
house_votes_84,claude,4,67/33,0.5511904761904761,0.4109626397600218
house_votes_84,gemini,0,33/67,0.9435503358948335,0.9435503358948335
house_votes_84,gemini,1,33/67,0.1823176823176823,0.17123287671232876
house_votes_84,gemini,2,33/67,0.16153996865203762,0.15737612612612611
house_votes_84,gemini,3,33/67,0.2709991595392297,0.273813348564357
house_votes_84,gemini,4,33/67,0.17583284052828702,0.16422672672672672
house_votes_84,gemini,0,50/50,0.9393128067826862,0.9413558106169297
house_votes_84,gemini,1,50/50,0.19074271499644635,0.1872353870458136
house_votes_84,gemini,2,50/50,0.16442923576379748,0.1640117994100295
house_votes_84,gemini,3,50/50,0.25795454545454544,0.25982514217808333
house_votes_84,gemini,4,50/50,0.17412476967623058,0.15968404423380728
house_votes_84,gemini,0,67/33,0.9480753809141941,0.949334003518472
house_votes_84,gemini,1,67/33,0.18344155844155843,0.17992277992277994
house_votes_84,gemini,2,67/33,0.14690026954177898,0.1448022789821834
house_votes_84,gemini,3,67/33,0.24814814814814812,0.24636557472378368
house_votes_84,gemini,4,67/33,0.15357142857142858,0.14546244029526703
house_votes_84,gpt-4o,0,33/67,0.5251075346769127,0.3534525176316221
house_votes_84,gpt-4o,1,33/67,0.560939060939061,0.4720347155255545
house_votes_84,gpt-4o,2,33/67,0.45562304075235105,0.43754630315602316
house_votes_84,gpt-4o,3,33/67,0.49446284669006774,0.47711656186232454
house_votes_84,gpt-4o,4,33/67,0.48102700571653856,0.3947727617410646
house_votes_84,gpt-4o,0,50/50,0.5199018295403838,0.3288145301797179
house_votes_84,gpt-4o,1,50/50,0.5673418621179815,0.47783294138141275
house_votes_84,gpt-4o,2,50/50,0.47363341230148287,0.45052881288919644
house_votes_84,gpt-4o,3,50/50,0.5118006993006993,0.48933413078149923
house_votes_84,gpt-4o,4,50/50,0.48482056681582875,0.40079799024678586
house_votes_84,gpt-4o,0,67/33,0.5030072173215717,0.30890407091637967
house_votes_84,gpt-4o,1,67/33,0.588474025974026,0.5059420217791258
house_votes_84,gpt-4o,2,67/33,0.4271200497615592,0.4109090909090909
house_votes_84,gpt-4o,3,67/33,0.49074074074074076,0.4593463408629286
house_votes_84,gpt-4o,4,67/33,0.49523809523809526,0.4032085561497326
house_votes_84,gpt-o1,0,33/67,0.8706442414576385,0.8524472648216699
house_votes_84,gpt-o1,1,33/67,0.5238761238761239,0.3395750052598359
house_votes_84,gpt-o1,2,33/67,0.531935736677116,0.4324481584648716
house_votes_84,gpt-o1,3,33/67,0.3855490186384536,0.38610507094030444
house_votes_84,gpt-o1,4,33/67,0.2118568894145476,0.2168782406579653
house_votes_84,gpt-o1,0,50/50,0.8606425702811245,0.829236794749656
house_votes_84,gpt-o1,1,50/50,0.5216773276474769,0.3438559070979974
house_votes_84,gpt-o1,2,50/50,0.5093006931648679,0.3943760587238848
house_votes_84,gpt-o1,3,50/50,0.386013986013986,0.38668041148551424
house_votes_84,gpt-o1,4,50/50,0.1968500482583136,0.20034773021224264
house_votes_84,gpt-o1,0,67/33,0.8837209302325582,0.8606811145510835
house_votes_84,gpt-o1,1,67/33,0.5219155844155844,0.3548874615426135
house_votes_84,gpt-o1,2,67/33,0.5218743520630313,0.4047186932849365
house_votes_84,gpt-o1,3,67/33,0.3814814814814815,0.3826520438683948
house_votes_84,gpt-o1,4,67/33,0.19404761904761902,0.19670143099684695
house_votes_84,llama3.1:70b,0,33/67,0.1673191242569233,0.1466817496229261
house_votes_84,llama3.1:70b,1,33/67,0.7847152847152847,0.7783111285266457
house_votes_84,llama3.1:70b,2,33/67,0.16447884012539185,0.15753424657534246
house_votes_84,llama3.1:70b,3,33/67,0.15387847926039452,0.16118958221586505
house_votes_84,llama3.1:70b,4,33/67,0.19864971417307314,0.1883466450863798
house_votes_84,llama3.1:70b,0,50/50,0.1742079428826417,0.14216806296014217
house_votes_84,llama3.1:70b,1,50/50,0.7839374555792467,0.7800298324120383
house_votes_84,llama3.1:70b,2,50/50,0.15490918662806002,0.1512154056613701
house_votes_84,llama3.1:70b,3,50/50,0.13225524475524475,0.13801020408163267
house_votes_84,llama3.1:70b,4,50/50,0.20470299201544268,0.19238865033257557
house_votes_84,llama3.1:70b,0,67/33,0.18704891740176421,0.15050460728389645
house_votes_84,llama3.1:70b,1,67/33,0.7881493506493507,0.7790864551887959
house_votes_84,llama3.1:70b,2,67/33,0.15083972631142442,0.14546244029526703
house_votes_84,llama3.1:70b,3,67/33,0.12037037037037036,0.1268493815183119
house_votes_84,llama3.1:70b,4,67/33,0.1738095238095238,0.1665058846228053
house_votes_84,llama3.3:70b,0,33/67,0.19585810255666714,0.18827048266963814
house_votes_84,llama3.3:70b,1,33/67,0.19775224775224776,0.1812667910228886
house_votes_84,llama3.3:70b,2,33/67,0.4245689655172414,0.4175531914893617
house_votes_84,llama3.3:70b,3,33/67,0.3597666485390814,0.30565463451752506
house_votes_84,llama3.3:70b,4,33/67,0.484575202050069,0.3073691742973378
house_votes_84,llama3.3:70b,0,50/50,0.19825970548862115,0.18805630957641561
house_votes_84,llama3.3:70b,1,50/50,0.19367448471926083,0.1834862385321101
house_votes_84,llama3.3:70b,2,50/50,0.47187856453452665,0.46469607116382505
house_votes_84,llama3.3:70b,3,50/50,0.34562937062937066,0.28536922015182886
